"cd_geouf","cd_geocmu","regiao","uf","estado","municipio","bioma","arcodesmat","matopiba","mun_ha","pol_ha","pct_areapo","area_ha","classe","year"
"31","3103801","SUDESTE","MG","MINAS GERAIS","ARAPUÁ","CERRADO","0","0","17389.40000000000","17389.37044760000","0.99999830055","13353.69364450","15","2018"
"31","3103801","SUDESTE","MG","MINAS GERAIS","ARAPUÁ","CERRADO","0","0","17389.40000000000","17389.37044760000","0.99999830055","962.02201916","19","2018"
"35","3514700","SUDESTE","SP","SÃO PAULO","ECHAPORÃ","CERRADO","0","0","51525.80000000000","35792.38561950000","0.69464977971","7166.62346227","19","2018"
"35","3514700","SUDESTE","SP","SÃO PAULO","ECHAPORÃ","CERRADO","0","0","51525.80000000000","35792.38561950000","0.69464977971","8155.19128766","20","2018"
"31","3127107","SUDESTE","MG","MINAS GERAIS","FRUTAL","CERRADO","0","0","242696.50000000000","242465.44154999999","0.99904795310","84488.65649418","20","2018"
"31","3127107","SUDESTE","MG","MINAS GERAIS","FRUTAL","CERRADO","0","0","242696.50000000000","242465.44154999999","0.99904795310","57.66196818","21","2018"
"31","3127107","SUDESTE","MG","MINAS GERAIS","FRUTAL","CERRADO","0","0","242696.50000000000","242465.44154999999","0.99904795310","1481.61374120","24","2018"
"31","3127107","SUDESTE","MG","MINAS GERAIS","FRUTAL","CERRADO","0","0","242696.50000000000","242465.44154999999","0.99904795310","850.91264606","25","2018"
"22","2204659","NORDESTE","PI","PIAUÍ","ILHA GRANDE","CERRADO","0","0","13499.70000000000","13499.74925130000","1.00000364833","1427.71163425","33","2018"
"31","3130200","SUDESTE","MG","MINAS GERAIS","IGARATINGA","CERRADO","0","0","21834.30000000000","19073.94921260000","0.87357731700","126.09188252","12","2018"
"22","2204659","NORDESTE","PI","PIAUÍ","ILHA GRANDE","CERRADO","0","0","13499.70000000000","13499.74925130000","1.00000364833","4235.48473495","3","2018"
"35","3522604","SUDESTE","SP","SÃO PAULO","ITAPIRA","CERRADO","0","0","51841.60000000000","22558.91588580000","0.43515084191","738.23116928","3","2018"
"35","3525102","SUDESTE","SP","SÃO PAULO","JARDINÓPOLIS","CERRADO","0","0","50187.00000000000","50187.00089340000","1.00000001780","6419.24766731","19","2018"
"51","5100359","CENTRO-OESTE","MT","MATO GROSSO","ALTO BOA VISTA","CERRADO","0","0","224043.79999999999","98068.06418010000","0.43771826839","2748.28977472","13","2018"
"51","5100359","CENTRO-OESTE","MT","MATO GROSSO","ALTO BOA VISTA","CERRADO","0","0","224043.79999999999","98068.06418010000","0.43771826839","8267.79027151","15","2018"
"35","3500709","SUDESTE","SP","SÃO PAULO","AGUDOS","CERRADO","0","0","96670.80000000000","96670.79789710000","0.99999997825","27828.97119913","9","2018"
"35","3500303","SUDESTE","SP","SÃO PAULO","AGUAÍ","CERRADO","0","0","47455.40000000000","44673.37976880000","0.94137610828","8858.14376739","15","2018"
"52","5200308","CENTRO-OESTE","GO","GOIÁS","ALEXÂNIA","CERRADO","0","0","84789.30000000000","84789.32456130000","1.00000028967","4648.13318455","12","2018"
"52","5200308","CENTRO-OESTE","GO","GOIÁS","ALEXÂNIA","CERRADO","0","0","84789.30000000000","84789.32456130000","1.00000028967","935.29891628","24","2018"
"31","3103207","SUDESTE","MG","MINAS GERAIS","ARAÇAÍ","CERRADO","0","0","18753.80000000000","18753.81206070000","1.00000064311","1829.54361049","12","2018"
"35","3504305","SUDESTE","SP","SÃO PAULO","AVAÍ","CERRADO","0","0","54068.90000000000","47454.54286510000","0.87766799149","4259.53399721","19","2018"
"31","3146503","SUDESTE","MG","MINAS GERAIS","PAINS","CERRADO","0","0","42186.20000000000","42186.22038850000","1.00000048330","27125.63791599","15","2018"
"31","3146404","SUDESTE","MG","MINAS GERAIS","PAINEIRAS","CERRADO","0","0","63730.90000000000","63730.88663130000","0.99999979023","4927.72375796","9","2018"
"35","3536109","SUDESTE","SP","SÃO PAULO","PARDINHO","CERRADO","0","0","20989.40000000000","2280.27109871000","0.10863917495","251.69570022","3","2018"
"51","5100359","CENTRO-OESTE","MT","MATO GROSSO","ALTO BOA VISTA","CERRADO","0","0","224043.79999999999","98068.06418010000","0.43771826839","4100.17091733","19","2018"
"35","3504305","SUDESTE","SP","SÃO PAULO","AVAÍ","CERRADO","0","0","54068.90000000000","47454.54286510000","0.87766799149","2727.18579482","20","2018"
"52","5200175","CENTRO-OESTE","GO","GOIÁS","ÁGUA FRIA DE GOIÁS","CERRADO","0","0","202941.60000000001","202941.59376600001","0.99999996928","970.92659272","9","2018"
"52","5200175","CENTRO-OESTE","GO","GOIÁS","ÁGUA FRIA DE GOIÁS","CERRADO","0","0","202941.60000000001","202941.59376600001","0.99999996928","36051.74347081","12","2018"
"31","3105004","SUDESTE","MG","MINAS GERAIS","BALDIM","CERRADO","0","0","55626.60000000000","55626.64235970000","1.00000076150","14458.56387909","3","2018"
"52","5202353","CENTRO-OESTE","GO","GOIÁS","ARENÓPOLIS","CERRADO","0","0","107459.50000000000","107459.45969700000","0.99999962494","14228.71315045","3","2018"
"35","3504503","SUDESTE","SP","SÃO PAULO","AVARÉ","CERRADO","0","0","121305.50000000000","121305.53244100000","1.00000026743","18192.35290625","20","2018"
"52","5200803","CENTRO-OESTE","GO","GOIÁS","ALVORADA DO NORTE","CERRADO","0","0","125936.60000000001","125936.61442400000","1.00000011453","5925.95002210","19","2018"
"52","5203401","CENTRO-OESTE","GO","GOIÁS","BOM JARDIM DE GOIÁS","CERRADO","0","0","189950.60000000001","189950.62355900000","1.00000012403","8041.20723503","13","2018"
"35","3504503","SUDESTE","SP","SÃO PAULO","AVARÉ","CERRADO","0","0","121305.50000000000","121305.53244100000","1.00000026743","2358.85192673","24","2018"
"35","3504503","SUDESTE","SP","SÃO PAULO","AVARÉ","CERRADO","0","0","121305.50000000000","121305.53244100000","1.00000026743","430.10353843","25","2018"
"31","3105004","SUDESTE","MG","MINAS GERAIS","BALDIM","CERRADO","0","0","55626.60000000000","55626.64235970000","1.00000076150","5128.10160418","4","2018"
"31","3105004","SUDESTE","MG","MINAS GERAIS","BALDIM","CERRADO","0","0","55626.60000000000","55626.64235970000","1.00000076150","1886.49292080","9","2018"
"31","3105004","SUDESTE","MG","MINAS GERAIS","BALDIM","CERRADO","0","0","55626.60000000000","55626.64235970000","1.00000076150","7658.89537164","12","2018"
"31","3103801","SUDESTE","MG","MINAS GERAIS","ARAPUÁ","CERRADO","0","0","17389.40000000000","17389.37044760000","0.99999830055","669.36632812","4","2018"
"51","5101258","CENTRO-OESTE","MT","MATO GROSSO","ARAPUTANGA","CERRADO","0","0","161088.79999999999","26053.09465950000","0.16173126039","4761.90611386","3","2018"
"52","5203401","CENTRO-OESTE","GO","GOIÁS","BOM JARDIM DE GOIÁS","CERRADO","0","0","189950.60000000001","189950.62355900000","1.00000012403","95394.72248247","15","2018"
"52","5203401","CENTRO-OESTE","GO","GOIÁS","BOM JARDIM DE GOIÁS","CERRADO","0","0","189950.60000000001","189950.62355900000","1.00000012403","7057.30185126","19","2018"
"31","3107406","SUDESTE","MG","MINAS GERAIS","BOM DESPACHO","CERRADO","0","0","121354.60000000001","121354.55855300000","0.99999965847","427.03860237","25","2018"
"35","3507456","SUDESTE","SP","SÃO PAULO","BOREBI","CERRADO","0","0","34798.90000000000","34798.89329300000","0.99999980727","88.92124259","4","2018"
"52","5202353","CENTRO-OESTE","GO","GOIÁS","ARENÓPOLIS","CERRADO","0","0","107459.50000000000","107459.45969700000","0.99999962494","14736.44128012","4","2018"
"31","3105004","SUDESTE","MG","MINAS GERAIS","BALDIM","CERRADO","0","0","55626.60000000000","55626.64235970000","1.00000076150","25971.85737800","15","2018"
"52","5203807","CENTRO-OESTE","GO","GOIÁS","BRITÂNIA","CERRADO","0","0","146300.60000000001","146300.63233100000","1.00000022099","3415.59590602","33","2018"
"50","5002159","CENTRO-OESTE","MS","MATO GROSSO DO SUL","BODOQUENA","CERRADO","0","0","250731.89999999999","243954.00335499999","0.97296755361","428.67191307","33","2018"
"31","3108552","SUDESTE","MG","MINAS GERAIS","BRASILÂNDIA DE MINAS","CERRADO","0","0","250969.39999999999","250969.35816900001","0.99999983332","67090.32652879","4","2018"
"35","3540200","SUDESTE","SP","SÃO PAULO","PONTAL","CERRADO","0","0","35637.10000000000","35637.11834010000","1.00000051463","265.50500532","4","2018"
"52","5203807","CENTRO-OESTE","GO","GOIÁS","BRITÂNIA","CERRADO","0","0","146300.60000000001","146300.63233100000","1.00000022099","27658.69228146","3","2018"
"31","3108552","SUDESTE","MG","MINAS GERAIS","BRASILÂNDIA DE MINAS","CERRADO","0","0","250969.39999999999","250969.35816900001","0.99999983332","17048.42598496","9","2018"
"52","5203807","CENTRO-OESTE","GO","GOIÁS","BRITÂNIA","CERRADO","0","0","146300.60000000001","146300.63233100000","1.00000022099","7083.86744762","4","2018"
"52","5203807","CENTRO-OESTE","GO","GOIÁS","BRITÂNIA","CERRADO","0","0","146300.60000000001","146300.63233100000","1.00000022099","4734.44706707","12","2018"
"52","5203807","CENTRO-OESTE","GO","GOIÁS","BRITÂNIA","CERRADO","0","0","146300.60000000001","146300.63233100000","1.00000022099","4754.90768170","13","2018"
"50","5002159","CENTRO-OESTE","MS","MATO GROSSO DO SUL","BODOQUENA","CERRADO","0","0","250731.89999999999","243954.00335499999","0.97296755361","125365.79344828","3","2018"
"52","5203575","CENTRO-OESTE","GO","GOIÁS","BONÓPOLIS","CERRADO","0","0","162848.60000000001","162848.57112400001","0.99999982268","1451.82137416","33","2018"
"52","5203807","CENTRO-OESTE","GO","GOIÁS","BRITÂNIA","CERRADO","0","0","146300.60000000001","146300.63233100000","1.00000022099","95024.72706607","15","2018"
"52","5203807","CENTRO-OESTE","GO","GOIÁS","BRITÂNIA","CERRADO","0","0","146300.60000000001","146300.63233100000","1.00000022099","2882.76621320","19","2018"
"52","5203575","CENTRO-OESTE","GO","GOIÁS","BONÓPOLIS","CERRADO","0","0","162848.60000000001","162848.57112400001","0.99999982268","27441.96018346","3","2018"
"31","3108552","SUDESTE","MG","MINAS GERAIS","BRASILÂNDIA DE MINAS","CERRADO","0","0","250969.39999999999","250969.35816900001","0.99999983332","64178.69529512","12","2018"
"50","5002159","CENTRO-OESTE","MS","MATO GROSSO DO SUL","BODOQUENA","CERRADO","0","0","250731.89999999999","243954.00335499999","0.97296755361","19353.03685109","4","2018"
"35","3540200","SUDESTE","SP","SÃO PAULO","PONTAL","CERRADO","0","0","35637.10000000000","35637.11834010000","1.00000051463","1613.77310590","12","2018"
"31","3106200","SUDESTE","MG","MINAS GERAIS","BELO HORIZONTE","CERRADO","0","0","33140.10000000000","9226.70958539000","0.27841526083","1.01071197","19","2018"
"52","5203575","CENTRO-OESTE","GO","GOIÁS","BONÓPOLIS","CERRADO","0","0","162848.60000000001","162848.57112400001","0.99999982268","23517.96454351","4","2018"
"31","3118908","SUDESTE","MG","MINAS GERAIS","CORDISBURGO","CERRADO","0","0","82365.39999999999","82365.42365100000","1.00000028715","234.40618905","33","2018"
"31","3118908","SUDESTE","MG","MINAS GERAIS","CORDISBURGO","CERRADO","0","0","82365.39999999999","82365.42365100000","1.00000028715","14777.20358987","3","2018"
"31","3118908","SUDESTE","MG","MINAS GERAIS","CORDISBURGO","CERRADO","0","0","82365.39999999999","82365.42365100000","1.00000028715","7750.69856656","4","2018"
"52","5202353","CENTRO-OESTE","GO","GOIÁS","ARENÓPOLIS","CERRADO","0","0","107459.50000000000","107459.45969700000","0.99999962494","3971.90277378","12","2018"
"31","3118908","SUDESTE","MG","MINAS GERAIS","CORDISBURGO","CERRADO","0","0","82365.39999999999","82365.42365100000","1.00000028715","1954.22829275","9","2018"
"31","3118809","SUDESTE","MG","MINAS GERAIS","CORAÇÃO DE JESUS","CERRADO","0","0","222521.60000000001","222521.59873000000","0.99999999429","94019.91237898","4","2018"
"31","3118908","SUDESTE","MG","MINAS GERAIS","CORDISBURGO","CERRADO","0","0","82365.39999999999","82365.42365100000","1.00000028715","11355.43038769","12","2018"
"31","3118809","SUDESTE","MG","MINAS GERAIS","CORAÇÃO DE JESUS","CERRADO","0","0","222521.60000000001","222521.59873000000","0.99999999429","13671.61051190","9","2018"
"31","3118809","SUDESTE","MG","MINAS GERAIS","CORAÇÃO DE JESUS","CERRADO","0","0","222521.60000000001","222521.59873000000","0.99999999429","4031.24837295","12","2018"
"31","3118908","SUDESTE","MG","MINAS GERAIS","CORDISBURGO","CERRADO","0","0","82365.39999999999","82365.42365100000","1.00000028715","45797.17071783","15","2018"
"31","3118908","SUDESTE","MG","MINAS GERAIS","CORDISBURGO","CERRADO","0","0","82365.39999999999","82365.42365100000","1.00000028715","162.02335780","19","2018"
"35","3540200","SUDESTE","SP","SÃO PAULO","PONTAL","CERRADO","0","0","35637.10000000000","35637.11834010000","1.00000051463","281.84228922","15","2018"
"31","3119807","SUDESTE","MG","MINAS GERAIS","CÓRREGO DANTA","CERRADO","0","0","65742.50000000000","65742.52685100000","1.00000040843","19246.05772126","3","2018"
"31","3119807","SUDESTE","MG","MINAS GERAIS","CÓRREGO DANTA","CERRADO","0","0","65742.50000000000","65742.52685100000","1.00000040843","4141.78510812","4","2018"
"31","3119807","SUDESTE","MG","MINAS GERAIS","CÓRREGO DANTA","CERRADO","0","0","65742.50000000000","65742.52685100000","1.00000040843","1656.53092180","9","2018"
"31","3119807","SUDESTE","MG","MINAS GERAIS","CÓRREGO DANTA","CERRADO","0","0","65742.50000000000","65742.52685100000","1.00000040843","5609.83442030","12","2018"
"31","3119807","SUDESTE","MG","MINAS GERAIS","CÓRREGO DANTA","CERRADO","0","0","65742.50000000000","65742.52685100000","1.00000040843","34220.57416331","15","2018"
"31","3119807","SUDESTE","MG","MINAS GERAIS","CÓRREGO DANTA","CERRADO","0","0","65742.50000000000","65742.52685100000","1.00000040843","424.74393732","19","2018"
"31","3123809","SUDESTE","MG","MINAS GERAIS","ENGENHEIRO NAVARRO","CERRADO","0","0","60830.60000000000","60830.58088920000","0.99999968584","2472.62164190","9","2018"
"31","3123809","SUDESTE","MG","MINAS GERAIS","ENGENHEIRO NAVARRO","CERRADO","0","0","60830.60000000000","60830.58088920000","0.99999968584","4339.62486232","12","2018"
"31","3123809","SUDESTE","MG","MINAS GERAIS","ENGENHEIRO NAVARRO","CERRADO","0","0","60830.60000000000","60830.58088920000","0.99999968584","34808.59337126","15","2018"
"35","3540200","SUDESTE","SP","SÃO PAULO","PONTAL","CERRADO","0","0","35637.10000000000","35637.11834010000","1.00000051463","2185.84572227","19","2018"
"31","3120706","SUDESTE","MG","MINAS GERAIS","CRUZEIRO DA FORTALEZA","CERRADO","0","0","18771.50000000000","18771.53134210000","1.00000166967","3.55508090","20","2018"
"52","5202353","CENTRO-OESTE","GO","GOIÁS","ARENÓPOLIS","CERRADO","0","0","107459.50000000000","107459.45969700000","0.99999962494","6518.72503636","13","2018"
"52","5203203","CENTRO-OESTE","GO","GOIÁS","BARRO ALTO","CERRADO","0","0","109324.80000000000","109324.80269400000","1.00000002464","7303.48963906","12","2018"
"35","3540200","SUDESTE","SP","SÃO PAULO","PONTAL","CERRADO","0","0","35637.10000000000","35637.11834010000","1.00000051463","29043.46806303","20","2018"
"31","3108255","SUDESTE","MG","MINAS GERAIS","BONITO DE MINAS","CERRADO","0","0","393645.50000000000","393641.17132600001","0.99998900362","108.61726252","33","2018"
"31","3108255","SUDESTE","MG","MINAS GERAIS","BONITO DE MINAS","CERRADO","0","0","393645.50000000000","393641.17132600001","0.99998900362","34058.67091526","3","2018"
"35","3507407","SUDESTE","SP","SÃO PAULO","BORBOREMA","CERRADO","0","0","55225.60000000000","40552.31848170000","0.73430290448","7196.25379680","19","2018"
"35","3507407","SUDESTE","SP","SÃO PAULO","BORBOREMA","CERRADO","0","0","55225.60000000000","40552.31848170000","0.73430290448","25205.76339460","20","2018"
"52","5204300","CENTRO-OESTE","GO","GOIÁS","CAÇU","CERRADO","0","0","225101.00000000000","158577.86754499999","0.70447429174","5967.99414311","19","2018"
"52","5200050","CENTRO-OESTE","GO","GOIÁS","ABADIA DE GOIÁS","CERRADO","0","0","14773.40000000000","14725.58209980000","0.99676324338","9405.03104990","15","2018"
"52","5200050","CENTRO-OESTE","GO","GOIÁS","ABADIA DE GOIÁS","CERRADO","0","0","14773.40000000000","14725.58209980000","0.99676324338","540.16277071","19","2018"
"35","3500550","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SANTA BÁRBARA","CERRADO","0","0","40446.30000000000","39257.39303290000","0.97060529722","7222.56559990","9","2018"
"52","5200258","CENTRO-OESTE","GO","GOIÁS","ÁGUAS LINDAS DE GOIÁS","CERRADO","0","0","18838.50000000000","18838.47594150000","0.99999872291","4164.88405880","24","2018"
"35","3511706","SUDESTE","SP","SÃO PAULO","CHARQUEADA","CERRADO","0","0","17584.60000000000","12725.13015930000","0.72365195451","805.04953167","3","2018"
"52","5200050","CENTRO-OESTE","GO","GOIÁS","ABADIA DE GOIÁS","CERRADO","0","0","14773.40000000000","14725.58209980000","0.99676324338","1.71354731","20","2018"
"52","5205901","CENTRO-OESTE","GO","GOIÁS","CORUMBAÍBA","CERRADO","0","0","188366.50000000000","84584.76676450000","0.44904357603","1000.35644464","33","2018"
"31","3108255","SUDESTE","MG","MINAS GERAIS","BONITO DE MINAS","CERRADO","0","0","393645.50000000000","393641.17132600001","0.99998900362","221764.97643657","4","2018"
"31","3108255","SUDESTE","MG","MINAS GERAIS","BONITO DE MINAS","CERRADO","0","0","393645.50000000000","393641.17132600001","0.99998900362","2965.55112345","9","2018"
"31","3108255","SUDESTE","MG","MINAS GERAIS","BONITO DE MINAS","CERRADO","0","0","393645.50000000000","393641.17132600001","0.99998900362","124474.99561716","12","2018"
"52","5200050","CENTRO-OESTE","GO","GOIÁS","ABADIA DE GOIÁS","CERRADO","0","0","14773.40000000000","14725.58209980000","0.99676324338","618.56514050","24","2018"
"31","3108255","SUDESTE","MG","MINAS GERAIS","BONITO DE MINAS","CERRADO","0","0","393645.50000000000","393641.17132600001","0.99998900362","8974.49066448","15","2018"
"52","5200258","CENTRO-OESTE","GO","GOIÁS","ÁGUAS LINDAS DE GOIÁS","CERRADO","0","0","18838.50000000000","18838.47594150000","0.99999872291","1367.67503157","3","2018"
"52","5200258","CENTRO-OESTE","GO","GOIÁS","ÁGUAS LINDAS DE GOIÁS","CERRADO","0","0","18838.50000000000","18838.47594150000","0.99999872291","2101.11102554","4","2018"
"52","5200050","CENTRO-OESTE","GO","GOIÁS","ABADIA DE GOIÁS","CERRADO","0","0","14773.40000000000","14725.58209980000","0.99676324338","161.25548247","25","2018"
"31","3100708","SUDESTE","MG","MINAS GERAIS","ÁGUA COMPRIDA","CERRADO","0","0","49221.20000000000","49216.67489850000","0.99990806601","952.33456596","12","2018"
"31","3100708","SUDESTE","MG","MINAS GERAIS","ÁGUA COMPRIDA","CERRADO","0","0","49221.20000000000","49216.67489850000","0.99990806601","4256.27793484","15","2018"
"31","3100708","SUDESTE","MG","MINAS GERAIS","ÁGUA COMPRIDA","CERRADO","0","0","49221.20000000000","49216.67489850000","0.99990806601","14409.94352881","19","2018"
"52","5200258","CENTRO-OESTE","GO","GOIÁS","ÁGUAS LINDAS DE GOIÁS","CERRADO","0","0","18838.50000000000","18838.47594150000","0.99999872291","3.27409453","9","2018"
"31","3100708","SUDESTE","MG","MINAS GERAIS","ÁGUA COMPRIDA","CERRADO","0","0","49221.20000000000","49216.67489850000","0.99990806601","3079.46885835","3","2018"
"52","5200258","CENTRO-OESTE","GO","GOIÁS","ÁGUAS LINDAS DE GOIÁS","CERRADO","0","0","18838.50000000000","18838.47594150000","0.99999872291","3922.63653057","12","2018"
"52","5200258","CENTRO-OESTE","GO","GOIÁS","ÁGUAS LINDAS DE GOIÁS","CERRADO","0","0","18838.50000000000","18838.47594150000","0.99999872291","6555.75580647","15","2018"
"35","3500550","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SANTA BÁRBARA","CERRADO","0","0","40446.30000000000","39257.39303290000","0.97060529722","5730.39721830","3","2018"
"35","3500550","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SANTA BÁRBARA","CERRADO","0","0","40446.30000000000","39257.39303290000","0.97060529722","199.89048460","4","2018"
"31","3100708","SUDESTE","MG","MINAS GERAIS","ÁGUA COMPRIDA","CERRADO","0","0","49221.20000000000","49216.67489850000","0.99990806601","615.08358134","4","2018"
"35","3500550","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SANTA BÁRBARA","CERRADO","0","0","40446.30000000000","39257.39303290000","0.97060529722","6938.95275901","15","2018"
"35","3500550","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SANTA BÁRBARA","CERRADO","0","0","40446.30000000000","39257.39303290000","0.97060529722","7536.99694416","19","2018"
"35","3500550","SUDESTE","SP","SÃO PAULO","ÁGUAS DE SANTA BÁRBARA","CERRADO","0","0","40446.30000000000","39257.39303290000","0.97060529722","5809.00905933","20","2018"
"31","3100708","SUDESTE","MG","MINAS GERAIS","ÁGUA COMPRIDA","CERRADO","0","0","49221.20000000000","49216.67489850000","0.99990806601","20456.77953679","20","2018"
"52","5200506","CENTRO-OESTE","GO","GOIÁS","ALOÂNDIA","CERRADO","0","0","10216.00000000000","10216.02920390000","1.00000285864","0.51165986","20","2018"
"35","3501004","SUDESTE","SP","SÃO PAULO","ALTINÓPOLIS","CERRADO","0","0","92895.60000000001","92895.63487749999","1.00000037545","23316.96295346","3","2018"
"31","3130200","SUDESTE","MG","MINAS GERAIS","IGARATINGA","CERRADO","0","0","21834.30000000000","19073.94921260000","0.87357731700","10826.34604776","15","2018"
"22","2204659","NORDESTE","PI","PIAUÍ","ILHA GRANDE","CERRADO","0","0","13499.70000000000","13499.74925130000","1.00000364833","1343.85236958","4","2018"
"22","2204659","NORDESTE","PI","PIAUÍ","ILHA GRANDE","CERRADO","0","0","13499.70000000000","13499.74925130000","1.00000364833","1112.53602086","5","2018"
"22","2204659","NORDESTE","PI","PIAUÍ","ILHA GRANDE","CERRADO","0","0","13499.70000000000","13499.74925130000","1.00000364833","797.01819474","12","2018"
"22","2204659","NORDESTE","PI","PIAUÍ","ILHA GRANDE","CERRADO","0","0","13499.70000000000","13499.74925130000","1.00000364833","715.85041161","15","2018"
"22","2204659","NORDESTE","PI","PIAUÍ","ILHA GRANDE","CERRADO","0","0","13499.70000000000","13499.74925130000","1.00000364833","1273.03508729","19","2018"
"52","5200506","CENTRO-OESTE","GO","GOIÁS","ALOÂNDIA","CERRADO","0","0","10216.00000000000","10216.02920390000","1.00000285864","6137.96974694","15","2018"
"52","5200506","CENTRO-OESTE","GO","GOIÁS","ALOÂNDIA","CERRADO","0","0","10216.00000000000","10216.02920390000","1.00000285864","2483.64538209","19","2018"
"35","3500303","SUDESTE","SP","SÃO PAULO","AGUAÍ","CERRADO","0","0","47455.40000000000","44673.37976880000","0.94137610828","11012.74957075","19","2018"
"22","2204659","NORDESTE","PI","PIAUÍ","ILHA GRANDE","CERRADO","0","0","13499.70000000000","13499.74925130000","1.00000364833","1322.61756606","23","2018"
"35","3500709","SUDESTE","SP","SÃO PAULO","AGUDOS","CERRADO","0","0","96670.80000000000","96670.79789710000","0.99999997825","1756.95055359","12","2018"
"31","3107000","SUDESTE","MG","MINAS GERAIS","BIQUINHAS","CERRADO","0","0","45894.80000000000","45894.76908580000","0.99999932641","1177.02180032","9","2018"
"31","3107000","SUDESTE","MG","MINAS GERAIS","BIQUINHAS","CERRADO","0","0","45894.80000000000","45894.76908580000","0.99999932641","9267.43916868","12","2018"
"35","3521705","SUDESTE","SP","SÃO PAULO","ITABERÁ","CERRADO","0","0","110024.80000000000","105770.89370900000","0.96133684141","16371.54112488","3","2018"
"35","3500303","SUDESTE","SP","SÃO PAULO","AGUAÍ","CERRADO","0","0","47455.40000000000","44673.37976880000","0.94137610828","12082.37441632","20","2018"
"31","3101904","SUDESTE","MG","MINAS GERAIS","ALPINÓPOLIS","CERRADO","0","0","45475.10000000000","24262.76028710000","0.53353945977","334.68008908","4","2018"
"35","3500709","SUDESTE","SP","SÃO PAULO","AGUDOS","CERRADO","0","0","96670.80000000000","96670.79789710000","0.99999997825","13893.20792287","20","2018"
"52","5200134","CENTRO-OESTE","GO","GOIÁS","ACREÚNA","CERRADO","0","0","156599.70000000001","156599.74832399999","1.00000030859","6672.42640192","4","2018"
"31","3100104","SUDESTE","MG","MINAS GERAIS","ABADIA DOS DOURADOS","CERRADO","0","0","88106.39999999999","87096.36202820000","0.98853615660","792.45216973","33","2018"
"35","3501004","SUDESTE","SP","SÃO PAULO","ALTINÓPOLIS","CERRADO","0","0","92895.60000000001","92895.63487749999","1.00000037545","1859.03540068","4","2018"
"35","3512704","SUDESTE","SP","SÃO PAULO","CORUMBATAÍ","CERRADO","0","0","27862.20000000000","21549.61280600000","0.77343543604","2289.92342116","20","2018"
"52","5200134","CENTRO-OESTE","GO","GOIÁS","ACREÚNA","CERRADO","0","0","156599.70000000001","156599.74832399999","1.00000030859","37331.41109971","15","2018"
"52","5200134","CENTRO-OESTE","GO","GOIÁS","ACREÚNA","CERRADO","0","0","156599.70000000001","156599.74832399999","1.00000030859","51891.42869028","19","2018"
"31","3100104","SUDESTE","MG","MINAS GERAIS","ABADIA DOS DOURADOS","CERRADO","0","0","88106.39999999999","87096.36202820000","0.98853615660","12261.02871249","3","2018"
"31","3100104","SUDESTE","MG","MINAS GERAIS","ABADIA DOS DOURADOS","CERRADO","0","0","88106.39999999999","87096.36202820000","0.98853615660","4837.37651016","4","2018"
"52","5200134","CENTRO-OESTE","GO","GOIÁS","ACREÚNA","CERRADO","0","0","156599.70000000001","156599.74832399999","1.00000030859","1.70831921","9","2018"
"52","5200134","CENTRO-OESTE","GO","GOIÁS","ACREÚNA","CERRADO","0","0","156599.70000000001","156599.74832399999","1.00000030859","16998.04601838","12","2018"
"52","5200308","CENTRO-OESTE","GO","GOIÁS","ALEXÂNIA","CERRADO","0","0","84789.30000000000","84789.32456130000","1.00000028967","3832.31678754","33","2018"
"52","5200308","CENTRO-OESTE","GO","GOIÁS","ALEXÂNIA","CERRADO","0","0","84789.30000000000","84789.32456130000","1.00000028967","14925.23614110","3","2018"
"52","5200308","CENTRO-OESTE","GO","GOIÁS","ALEXÂNIA","CERRADO","0","0","84789.30000000000","84789.32456130000","1.00000028967","13312.75349074","4","2018"
"52","5200308","CENTRO-OESTE","GO","GOIÁS","ALEXÂNIA","CERRADO","0","0","84789.30000000000","84789.32456130000","1.00000028967","951.65478960","9","2018"
"35","3521705","SUDESTE","SP","SÃO PAULO","ITABERÁ","CERRADO","0","0","110024.80000000000","105770.89370900000","0.96133684141","98.10339230","4","2018"
"35","3521705","SUDESTE","SP","SÃO PAULO","ITABERÁ","CERRADO","0","0","110024.80000000000","105770.89370900000","0.96133684141","11325.96063025","9","2018"
"35","3521705","SUDESTE","SP","SÃO PAULO","ITABERÁ","CERRADO","0","0","110024.80000000000","105770.89370900000","0.96133684141","2659.12923834","12","2018"
"31","3101904","SUDESTE","MG","MINAS GERAIS","ALPINÓPOLIS","CERRADO","0","0","45475.10000000000","24262.76028710000","0.53353945977","0.25104042","29","2018"
"52","5200555","CENTRO-OESTE","GO","GOIÁS","ALTO HORIZONTE","CERRADO","0","0","50376.40000000000","50376.39931340000","0.99999998637","482.92945245","19","2018"
"52","5200308","CENTRO-OESTE","GO","GOIÁS","ALEXÂNIA","CERRADO","0","0","84789.30000000000","84789.32456130000","1.00000028967","503.09654194","25","2018"
"52","5205901","CENTRO-OESTE","GO","GOIÁS","CORUMBAÍBA","CERRADO","0","0","188366.50000000000","84584.76676450000","0.44904357603","8753.17469885","3","2018"
